wavelength_nm,sensitivity
2.750000000000000000e+02,4.944697247390909128e-02
2.760000000000000000e+02,5.150299492917859850e-02
2.770000000000000000e+02,5.361737381629813615e-02
2.780000000000000000e+02,5.579032328075495678e-02
2.790000000000000000e+02,5.802197575572388272e-02
2.800000000000000000e+02,6.031237840267811984e-02
2.810000000000000000e+02,6.266148963067935673e-02
2.820000000000000000e+02,6.506917570839602927e-02
2.830000000000000000e+02,6.753520748313153466e-02
2.840000000000000000e+02,7.005925722132282096e-02
2.850000000000000000e+02,7.264089558510164468e-02
2.860000000000000000e+02,7.527958875958200291e-02
2.870000000000000000e+02,7.797469574555737637e-02
2.880000000000000000e+02,8.072546583224587957e-02
2.890000000000000000e+02,8.353103626462056452e-02
2.900000000000000000e+02,8.639043011969199659e-02
2.910000000000000000e+02,8.930255440588173721e-02
2.920000000000000000e+02,9.226619839932452549e-02
2.930000000000000000e+02,9.528003223057567028e-02
2.940000000000000000e+02,9.834260573476553968e-02
2.950000000000000000e+02,1.014523475777464601e-01
2.960000000000000000e+02,1.046075646702079032e-01
2.970000000000000000e+02,1.078064418811036373e-01
2.980000000000000000e+02,1.110470420610326914e-01
2.990000000000000000e+02,1.143273063854515770e-01
3.000000000000000000e+02,1.176450550267643530e-01
3.010000000000000000e+02,1.209979881634474508e-01
3.020000000000000000e+02,1.243836873334139420e-01
3.030000000000000000e+02,1.277996171378156520e-01
3.040000000000000000e+02,1.312431273004186771e-01
3.050000000000000000e+02,1.347114550865765870e-01
3.060000000000000000e+02,1.382017280846664919e-01
3.070000000000000000e+02,1.417109673516513957e-01
3.080000000000000000e+02,1.452360909231920350e-01
3.090000000000000000e+02,1.487739176874587343e-01
3.100000000000000000e+02,1.523211716204906363e-01
3.110000000000000000e+02,1.558744863796242275e-01
3.120000000000000000e+02,1.594304102501712117e-01
3.130000000000000000e+02,1.629854114391682818e-01
3.140000000000000000e+02,1.665358837086619304e-01
3.150000000000000000e+02,1.700781523396295014e-01
3.160000000000000000e+02,1.736084804162824347e-01
3.170000000000000000e+02,1.771230754191568113e-01
3.180000000000000000e+02,1.806180961140718411e-01
3.190000000000000000e+02,1.840896597227417997e-01
3.200000000000000000e+02,1.875338493595600231e-01
3.210000000000000000e+02,1.909467217178495713e-01
3.220000000000000000e+02,1.943243149876917597e-01
3.230000000000000000e+02,1.976626569863171590e-01
3.240000000000000000e+02,2.009577734809683547e-01
3.250000000000000000e+02,2.042056966831380660e-01
3.260000000000000000e+02,2.074024738921450284e-01
3.270000000000000000e+02,2.105441762651471260e-01
3.280000000000000000e+02,2.136269076899056929e-01
3.290000000000000000e+02,2.166468137359151835e-01
3.300000000000000000e+02,2.196000906589033463e-01
3.310000000000000000e+02,2.224829944331884746e-01
3.320000000000000000e+02,2.252918497859621172e-01
3.330000000000000000e+02,2.280230592072447493e-01
3.340000000000000000e+02,2.306731119090475735e-01
3.350000000000000000e+02,2.332385927071606857e-01
3.360000000000000000e+02,2.357161907989862859e-01
3.370000000000000000e+02,2.381027084109394454e-01
3.380000000000000000e+02,2.403950692891529961e-01
3.390000000000000000e+02,2.425903270075461526e-01
3.400000000000000000e+02,2.446856730677491321e-01
3.410000000000000000e+02,2.466784447659148838e-01
3.420000000000000000e+02,2.485661328020954408e-01
3.430000000000000000e+02,2.503463886086091938e-01
3.440000000000000000e+02,2.520170313746784019e-01
3.450000000000000000e+02,2.535760547455628289e-01
3.460000000000000000e+02,2.550216331754611154e-01
3.470000000000000000e+02,2.563521279145817844e-01
3.480000000000000000e+02,2.575660926120063587e-01
3.490000000000000000e+02,2.586622785172630334e-01
3.500000000000000000e+02,2.596396392649011897e-01
3.510000000000000000e+02,2.604973352277958898e-01
3.520000000000000000e+02,2.612347374264120670e-01
3.530000000000000000e+02,2.618514309828117170e-01
3.540000000000000000e+02,2.623472181097874500e-01
3.550000000000000000e+02,2.627221206271475040e-01
3.560000000000000000e+02,2.629763819988459872e-01
3.570000000000000000e+02,2.631104688863486474e-01
3.580000000000000000e+02,2.631250722153311572e-01
3.590000000000000000e+02,2.630211077545265841e-01
3.600000000000000000e+02,2.627997162072477355e-01
3.610000000000000000e+02,2.624622628178197581e-01
3.620000000000000000e+02,2.620103364968382476e-01
3.630000000000000000e+02,2.614457484708314627e-01
3.640000000000000000e+02,2.607705304635235533e-01
3.650000000000000000e+02,2.599869324174811647e-01
3.660000000000000000e+02,2.590974197664482892e-01
3.670000000000000000e+02,2.581046702701507711e-01
3.680000000000000000e+02,2.570115704247488142e-01
3.690000000000000000e+02,2.558212114634538237e-01
3.700000000000000000e+02,2.545368849630698094e-01
3.710000000000000000e+02,2.531620780733895293e-01
3.720000000000000000e+02,2.517004683874456417e-01
3.730000000000000000e+02,2.501559184715940742e-01
3.740000000000000000e+02,2.485324700752795102e-01
3.750000000000000000e+02,2.468343380411010257e-01
3.760000000000000000e+02,2.450659039364527503e-01
3.770000000000000000e+02,2.432317094285575687e-01
3.780000000000000000e+02,2.413364494251413472e-01
3.790000000000000000e+02,2.393849650033031129e-01
3.800000000000000000e+02,2.373822361493296007e-01
3.810000000000000000e+02,2.353333743322716387e-01
3.820000000000000000e+02,2.332436149340522680e-01
3.830000000000000000e+02,2.311183095587065472e-01
3.840000000000000000e+02,2.289629182430666376e-01
3.850000000000000000e+02,2.267830015908035013e-01
3.860000000000000000e+02,2.245842128512177960e-01
3.870000000000000000e+02,2.223722899635461603e-01
3.880000000000000000e+02,2.201530475868134495e-01
3.890000000000000000e+02,2.179323691344255132e-01
3.900000000000000000e+02,2.157161988317600199e-01
3.910000000000000000e+02,2.135105338139896836e-01
3.920000000000000000e+02,2.113214162802555529e-01
3.930000000000000000e+02,2.091549257191201161e-01
